,Gene,Name,Parent Gene,Final_name
2402,gene1773,slr1674,slr1674,slr1674
2404,gene1774,,slr1675,slr1675
2405,gene1775,slr1676,slr1676,slr1676
2406,gene1776,slr1677,slr1677,slr1677
2408,gene1777,,slr1678,slr1678
2410,gene1778,,ssr2799,ssr2799
2411,gene1779,slr1679,slr1679,slr1679
2413,gene1780,,sll1564,sll1564
2414,gene1781,ssr2802,ssr2802,ssr2802
2415,gene1782,ssr2803,ssr2803,ssr2803
2416,gene1783,ssr2806,ssr2806,ssr2806
2417,gene1784,sll1563,sll1563,sll1563
2418,gene1785,sll1562,sll1562,sll1562
2420,gene1786,,sll1561,sll1561
2421,gene1787,slr1681,slr1681,slr1681
2422,gene1788,slr1682,slr1682,slr1682
2423,gene1789,sll1560,sll1560,sll1560
2424,gene1790,slr1683,slr1683,slr1683
2425,gene1791,slr1684,slr1684,slr1684
2426,gene1792,sll1559,sll1559,sll1559
2427,gene1793,slr1686,slr1686,slr1686
2428,gene1794,ssl3044,ssl3044,ssl3044
2429,gene1795,slr1687,slr1687,slr1687
2430,gene1796,sll1558,sll1558,sll1558
2432,gene1797,,sll1557,sll1557
2433,gene1798,sll1556,sll1556,sll1556
2434,gene1799,sll1555,sll1555,sll1555
2436,gene1800,,ssr2831,ssr2831
2438,gene1801,,slr1689,slr1689
2439,gene1802,slr1690,slr1690,slr1690
2441,gene1803,,slr1691,slr1691
2442,gene1804,slr1692,slr1692,slr1692
2443,gene1805,slr1693,slr1693,slr1693
2444,gene1806,slr1694,slr1694,slr1694
2446,gene1807,,sll1553,sll1553
2448,gene1808,,slr1697,slr1697
2449,gene1809,sll0921,sll0921,sll0921
2451,gene1810,,sll0920,sll0920
2452,gene1811,slr0935,slr0935,slr0935
2454,gene1812,,slr0936,slr0936
2455,gene1813,slr0937,slr0937,slr0937
2456,gene1814,slr0938,slr0938,slr0938
2458,gene1815,,sll0916,sll0916
2460,gene1816,,sll0915,sll0915
2462,gene1817,,slr0940,slr0940
2463,gene1818,slr0941,slr0941,slr0941
2464,gene1819,slr0942,slr0942,slr0942
2466,gene1820,,slr0943,slr0943
2467,gene1821,sll0914,sll0914,sll0914
2468,gene1822,slr0944,slr0944,slr0944
2469,gene1823,slr0945,slr0945,slr0945
2471,gene1824,,slr0946,slr0946
2472,gene1825,slr0947,slr0947,slr0947
2473,gene1826,slr0948,slr0948,slr0948
2474,gene1827,sll0913,sll0913,sll0913
2475,gene1828,sll0912,sll0912,sll0912
2477,gene1829,,slr0949,slr0949
2478,gene1830,slr0950,slr0950,slr0950
2479,gene1831,sll0911,sll0911,sll0911
2480,gene1832,sll0910,sll0910,sll0910
2481,gene1833,sll0909,sll0909,sll0909
2482,gene1834,slr0951,slr0951,slr0951
2484,gene1835,,slr0952,slr0952
2485,gene1836,slr0953,slr0953,slr0953
2486,gene1837,ssr1600,ssr1600,ssr1600
2487,gene1838,slr0954,slr0954,slr0954
2488,gene1839,slr0955,slr0955,slr0955
2489,gene1840,slr0957,slr0957,slr0957
2491,gene1841,,slr0958,slr0958
2493,gene1842,,sll0905,sll0905
2494,gene1843,slr0959,slr0959,slr0959
2495,gene1844,slr0960,slr0960,slr0960
2496,gene1845,sll1541,sll1541,sll1541
2497,gene1846,ssr2723,ssr2723,ssr2723
2499,gene1847,,sll1540,sll1540
2501,gene1848,,slr1622,slr1622
2502,gene1849,slr1623,slr1623,slr1623
2503,gene1850,slr1624,slr1624,slr1624
2505,gene1851,,sll1538,sll1538
2506,gene1852,sll1537,sll1537,sll1537
2507,gene1853,slr1626,slr1626,slr1626
2508,gene1854,slr1627,slr1627,slr1627
2510,gene1855,,sll1536,sll1536
2511,gene1856,slr1628,slr1628,slr1628
2512,gene1857,slr1629,slr1629,slr1629
2514,gene1858,,sll1535,sll1535
2515,gene1859,sll1534,sll1534,sll1534
2517,gene1860,,sll1533,sll1533
2518,gene1861,slr1634,slr1634,slr1634
2519,gene1862,sll1532,sll1532,sll1532
2520,gene1863,ssl2982,ssl2982,ssl2982
2521,gene1864,slr1635,slr1635,slr1635
2522,gene1865,slr1636,slr1636,slr1636
2523,gene1866,slr1638,slr1638,slr1638
2525,gene1867,,slr1639,slr1639
2526,gene1868,sll1531,sll1531,sll1531
2527,gene1869,sll1530,sll1530,sll1530
2528,gene1870,sll1528,sll1528,sll1528
2529,gene1871,sll1527,sll1527,sll1527
2530,gene1872,sll1526,sll1526,sll1526
2532,gene1873,,slr1641,slr1641
2533,gene1874,ssl2971,ssl2971,ssl2971
2535,gene1875,,sll1525,sll1525
2537,gene1876,,slr1643,slr1643
2538,gene1877,sll1524,sll1524,sll1524
2539,gene1878,slr1644,slr1644,slr1644
2541,gene1879,,slr1645,slr1645
2543,gene1880,,slr1646,slr1646
2544,gene1881,slr1647,slr1647,slr1647
2545,gene1882,slr1648,slr1648,slr1648
2546,gene1883,ssr2754,ssr2754,ssr2754
2547,gene1884,slr1649,slr1649,slr1649
2549,gene1885,,sll1522,sll1522
2550,gene1886,sll1521,sll1521,sll1521
2552,gene1887,,sll1520,sll1520
2553,gene1888,slr0442,slr0442,slr0442
2554,gene1889,sll0428,sll0428,sll0428
2555,gene1890,ssr0756,ssr0756,ssr0756
2556,gene1891,ssr0759,ssr0759,ssr0759
2557,gene1892,ssr0761,ssr0761,ssr0761
2559,gene1893,,sll0427,sll0427
2560,gene1894,slr0443,slr0443,slr0443
2561,gene1895,sll0426,sll0426,sll0426
2563,gene1896,,slr0444,slr0444
2564,gene1897,sll0424,sll0424,sll0424
2565,gene1898,sll0423,sll0423,sll0423
2566,gene1899,sll0422,sll0422,sll0422
2568,gene1900,,sll0421,sll0421
2569,gene1901,slr0445,slr0445,slr0445
2571,gene1902,,sll0420,sll0420
2572,gene1903,sll0419,sll0419,sll0419
2573,gene1904,sll0418,sll0418,sll0418
2575,gene1905,,slr0446,slr0446
2577,gene1906,,slr0447,slr0447
2579,gene1907,,slr0448,slr0448
2580,gene1908,sll0274,sll0274,sll0274
2581,gene1909,sll0273,sll0273,sll0273
2582,gene1910,sll0272,sll0272,sll0272
2584,gene1911,,sll0271,sll0271
2585,gene1912,slr0280,slr0280,slr0280
2587,gene1913,,sll0270,sll0270
2588,gene1914,sll0269,sll0269,sll0269
2589,gene1915,sll0268,sll0268,sll0268
2590,gene1916,sll0267,sll0267,sll0267
2591,gene1917,sll0266,sll0266,sll0266
2592,gene1918,sll0265,sll0265,sll0265
2593,gene1919,sll0264,sll0264,sll0264
2594,gene1920,sll0263,sll0263,sll0263
2596,gene1921,,sll0262,sll0262
2597,gene1922,sll0261,sll0261,sll0261
2598,gene1923,slr0284,slr0284,slr0284
2599,gene1924,slr0285,slr0285,slr0285
2600,gene1925,slr0286,slr0286,slr0286
2601,gene1926,sll0260,sll0260,sll0260
2603,gene1927,,ssr0482,ssr0482
2604,gene1928,slr0287,slr0287,slr0287
2606,gene1929,,slr0288,slr0288
2607,gene1930,slr0291,slr0291,slr0291
2609,gene1931,,sll0258,sll0258
2610,gene1932,ssl0483,ssl0483,ssl0483
2611,gene1933,slr0292,slr0292,slr0292
2612,gene1934,sll0257,sll0257,sll0257
2614,gene1935,,slr0293,slr0293
2615,gene1936,slr0294,slr0294,slr0294
2616,gene1937,slr0392,slr0392,slr0392
2617,gene1938,slr0393,slr0393,slr0393
2618,gene1939,sll0364,sll0364,sll0364
2620,gene1940,,slr0394,slr0394
2622,gene1941,,slr0395,slr0395
2624,gene1942,,sll0362,sll0362
2625,gene1943,sll0361,sll0361,sll0361
2626,gene1944,sll0360,sll0360,sll0360
2627,gene1945,sll0359,sll0359,sll0359
2628,gene1946,slr0397,slr0397,slr0397
2629,gene1947,slr0398,slr0398,slr0398
2631,gene1948,,slr0399,slr0399
2632,gene1949,slr0400,slr0400,slr0400
2633,gene1950,slr0401,slr0401,slr0401
2634,gene1951,slr0402,slr0402,slr0402
2636,gene1952,,ssl0707,ssl0707
2637,gene1953,slr0404,slr0404,slr0404
2638,gene1954,ssr0657,ssr0657,ssr0657
2640,gene1955,,sll0356,sll0356
2641,gene1956,sll0355,sll0355,sll0355
2642,gene1957,sll0354,sll0354,sll0354
2644,gene1958,,slr0406,slr0406
2645,gene1959,slr0407,slr0407,slr0407
2646,gene1960,slr0408,slr0408,slr0408
2647,gene1961,slr0142,slr0142,slr0142
2648,gene1962,slr0143,slr0143,slr0143
2649,gene1963,slr0144,slr0144,slr0144
2650,gene1964,slr0145,slr0145,slr0145
2651,gene1965,slr0146,slr0146,slr0146
2652,gene1966,slr0147,slr0147,slr0147
2653,gene1967,slr0148,slr0148,slr0148
2654,gene1968,slr0149,slr0149,slr0149
2656,gene1969,,slr0150,slr0150
2657,gene1970,slr0151,slr0151,slr0151
2658,gene1971,slr0152,slr0152,slr0152
2659,gene1972,sll0149,sll0149,sll0149
2660,gene1973,sll0148,sll0148,sll0148
2661,gene1974,sll0147,sll0147,sll0147
2662,gene1975,sll0146,sll0146,sll0146
2664,gene1976,,sll0145,sll0145
2666,gene1977,,sll0144,sll0144
2667,gene1978,ssl0259,ssl0259,ssl0259
2669,gene1979,,slr0156,slr0156
2670,gene1980,slr0157,slr0157,slr0157
2671,gene1981,sll0142,sll0142,sll0142
2672,gene1982,sll0141,sll0141,sll0141
2674,gene1983,,slr0161,slr0161
2676,gene1984,,slr0162,slr0162
2678,gene1985,,slr0163,slr0163
2680,gene1986,,slr0164,slr0164
2682,gene1987,,slr0165,slr0165
2684,gene1988,,sll0136,sll0136
2685,gene1989,sll0135,sll0135,sll0135
2686,gene1990,ssl0242,ssl0242,ssl0242
2687,gene1991,ssr0256,ssr0256,ssr0256
2688,gene1992,slr0166,slr0166,slr0166
2689,gene1993,slr1923,slr1923,slr1923
2690,gene1994,slr1924,slr1924,slr1924
2692,gene1995,,slr1925,slr1925
2694,gene1996,,sll1865,sll1865
2695,gene1997,sll1864,sll1864,sll1864
2696,gene1998,slr1926,slr1926,slr1926
2697,gene1999,slr1927,slr1927,slr1927
2698,gene2000,slr1928,slr1928,slr1928
2699,gene2001,slr1929,slr1929,slr1929
2700,gene2002,slr1930,slr1930,slr1930
2701,gene2003,slr1931,slr1931,slr1931
2702,gene2004,slr1932,slr1932,slr1932
2703,gene2005,sll1863,sll1863,sll1863
2704,gene2006,sll1862,sll1862,sll1862
2705,gene2007,sll1861,sll1861,sll1861
2706,gene2008,sll1860,sll1860,sll1860
2708,gene2009,,slr1933,slr1933
2709,gene2010,sll1858,sll1858,sll1858
2710,gene2011,slr1934,slr1934,slr1934
2711,gene2012,slr1935,slr1935,slr1935
2713,gene2013,,sll1854,sll1854
2714,gene2014,sll1853,sll1853,sll1853
2716,gene2015,,sll1852,sll1852
2717,gene2016,sll1851,sll1851,sll1851
2718,gene2017,slr1936,slr1936,slr1936
2719,gene2018,slr1937,slr1937,slr1937
2720,gene2019,sll1849,sll1849,sll1849
2721,gene2020,slr1938,slr1938,slr1938
2722,gene2021,sll1848,sll1848,sll1848
2723,gene2022,slr1939,slr1939,slr1939
2724,gene2023,slr1940,slr1940,slr1940
2725,gene2024,ssr3300,ssr3300,ssr3300
2726,gene2025,sll1845,sll1845,sll1845
2727,gene2026,slr1942,slr1942,slr1942
2728,gene2027,ssr3304,ssr3304,ssr3304
2730,gene2028,,slr1943,slr1943
2731,gene2029,slr1944,slr1944,slr1944
2733,gene2030,,slr1945,slr1945
2735,gene2031,,ssr3307,ssr3307
2736,gene2032,slr1946,slr1946,slr1946
2738,gene2033,,sll1841,sll1841
2739,gene2034,slr1949,slr1949,slr1949
2740,gene2035,slr1950,slr1950,slr1950
2741,gene2036,slr1951,slr1951,slr1951
2742,gene2037,slr0989,slr0989,slr0989
2743,gene2038,slr0990,slr0990,slr0990
2744,gene2039,slr0992,slr0992,slr0992
2746,gene2040,,slr0993,slr0993
2748,gene2041,,sll0947,sll0947
2750,gene2042,,slr0994,slr0994
2751,gene2043,ssl1807,ssl1807,ssl1807
2753,gene2044,,sll0945,sll0945
2754,gene2045,sll0944,sll0944,sll0944
2755,gene2046,sll0944,,sll0944
2756,gene2047,slr0320,slr0320,slr0320
2758,gene2048,,sll0306,sll0306
2760,gene2049,,slr0321,slr0321
2761,gene2050,slr0322,slr0322,slr0322
2763,gene2051,,slr0323,slr0323
2764,gene2052,slr0324,slr0324,slr0324
2765,gene2053,slr0325,slr0325,slr0325
2766,gene2054,sll0301,sll0301,sll0301
2768,gene2055,,sll0300,sll0300
2769,gene2056,slr0326,slr0326,slr0326
2771,gene2057,,slr0327,slr0327
2772,gene2058,slr0328,slr0328,slr0328
2774,gene2059,,slr0329,slr0329
2775,gene2060,sll0298,sll0298,sll0298
2776,gene2061,sll0297,sll0297,sll0297
2777,gene2062,sll0296,sll0296,sll0296
2778,gene2063,ssl0564,ssl0564,ssl0564
2780,gene2064,,ssl0563,ssl0563
2782,gene2065,,slr0331,slr0331
2783,gene2066,slr0333,slr0333,slr0333
2784,gene2067,slr0334,slr0334,slr0334
2785,gene2068,ssr0536,ssr0536,ssr0536
2786,gene2069,sll0295,sll0295,sll0295
2788,gene2070,,slr0335,slr0335
2789,gene2071,slr0337,slr0337,slr0337
2790,gene2072,sll0294,sll0294,sll0294
2791,gene2073,sll0293,sll0293,sll0293
2792,gene2074,slr0338,slr0338,slr0338
2793,gene2075,slr0168,slr0168,slr0168
2794,gene2076,slr0169,slr0169,slr0169
2796,gene2077,,slr0171,slr0171
2798,gene2078,,slr0172,slr0172
2799,gene2079,sll0177,sll0177,sll0177
2800,gene2080,sll0176,sll0176,sll0176
2801,gene2081,ssl0312,ssl0312,ssl0312
2802,gene2082,sll0175,sll0175,sll0175
2803,gene2083,sll0174,sll0174,sll0174
2804,gene2084,sll0173,sll0173,sll0173
2805,gene2085,sll0172,sll0172,sll0172
2807,gene2086,,sll0171,sll0171
2809,gene2087,,sll0170,sll0170
2810,gene2088,sll0169,sll0169,sll0169
2811,gene2089,sll0168,sll0168,sll0168
2812,gene2090,sll0167,sll0167,sll0167
2814,gene2091,,sll0166,sll0166
2815,gene2092,sll0163,sll0163,sll0163
2816,gene2093,sll0162,sll0162,sll0162
2817,gene2094,slr0179,slr0179,slr0179
2818,gene2095,slr0180,slr0180,slr0180
2819,gene2096,sll0161,sll0161,sll0161
2820,gene2097,ssl0296,ssl0296,ssl0296
2821,gene2098,slr0181,slr0181,slr0181
2822,gene2099,ssl0294,ssl0294,ssl0294
2823,gene2100,sll0160,sll0160,sll0160
2825,gene2101,,sll0158,sll0158
2826,gene2102,sll0157,sll0157,sll0157
2827,gene2103,sll0156,sll0156,sll0156
2828,gene2104,slr0184,slr0184,slr0184
2830,gene2105,,slr0185,slr0185
2831,gene2106,sll0154,sll0154,sll0154
2833,gene2107,,slr0186,slr0186
2834,gene2108,slr0359,slr0359,slr0359
2835,gene2109,slr0360,slr0360,slr0360
2836,gene2110,slr0361,slr0361,slr0361
2837,gene2111,slr0362,slr0362,slr0362
2838,gene2112,sll0350,sll0350,sll0350
2840,gene2113,,sml0001,sml0001
2841,gene2114,slr0363,slr0363,slr0363
2842,gene2115,slr0364,slr0364,slr0364
2843,gene2116,slr0366,slr0366,slr0366
2844,gene2117,slr0369,slr0369,slr0369
2846,gene2118,,slr0370,slr0370
2848,gene2119,,sll0337,sll0337
2850,gene2120,,sll0336,sll0336
2851,gene2121,sll0335,sll0335,sll0335
2852,gene2122,slr0373,slr0373,slr0373
2853,gene2123,slr0374,slr0374,slr0374
2854,gene2124,slr0376,slr0376,slr0376
2855,gene2125,slr0377,slr0377,slr0377
2856,gene2126,slr0378,slr0378,slr0378
2857,gene2127,slr0379,slr0379,slr0379
2858,gene2128,slr0380,slr0380,slr0380
2859,gene2129,slr0381,slr0381,slr0381
2861,gene2130,,sll0330,sll0330
2862,gene2131,slr0383,slr0383,slr0383
2863,gene2132,slr0384,slr0384,slr0384
2865,gene2133,,sll0329,sll0329
2866,gene2134,sll0328,sll0328,sll0328
2867,gene2135,sll0327,sll0327,sll0327
2868,gene2136,slr0386,slr0386,slr0386
2870,gene2137,,slr0387,slr0387
2871,gene2138,slr0388,slr0388,slr0388
2872,gene2139,slr0769,slr0769,slr0769
2873,gene2140,slr0770,slr0770,slr0770
2874,gene2141,slr0771,slr0771,slr0771
2876,gene2142,,slr0772,slr0772
2877,gene2143,slr0773,slr0773,slr0773
2878,gene2144,sll0772,sll0772,sll0772
2880,gene2145,,sll0771,sll0771
2882,gene2146,,slr0774,slr0774
2884,gene2147,,slr0775,slr0775
2886,gene2148,,slr0776,slr0776
2888,gene2149,,sll0767,sll0767
2890,gene2150,,ssl1426,ssl1426
2892,gene2151,,sll0766,sll0766
2893,gene2152,sll0765,sll0765,sll0765
2895,gene2153,,sll0764,sll0764
2896,gene2154,sll0763,sll0763,sll0763
2897,gene2155,sll0762,sll0762,sll0762
2898,gene2156,sll0761,sll0761,sll0761
2900,gene2157,,sll0760,sll0760
2901,gene2158,sll0759,sll0759,sll0759
2902,gene2159,slr0779,slr0779,slr0779
2904,gene2160,,sll0757,sll0757
2906,gene2161,,smr0001,smr0001
2907,gene2162,slr0780,slr0780,slr0780
2908,gene2163,sll0756,sll0756,sll0756
2909,gene2164,sll0755,sll0755,sll0755
2910,gene2165,sll0754,sll0754,sll0754
2912,gene2166,,ssl1417,ssl1417
2914,gene2167,,sll0753,sll0753
2915,gene2168,sll0752,sll0752,sll0752
2917,gene2169,,sll0751,sll0751
2918,gene2170,slr0782,slr0782,slr0782
2920,gene2171,,sll0750,sll0750
2921,gene2172,sll0749,sll0749,sll0749
2923,gene2173,,slr0783,slr0783
2924,gene2174,slr0784,slr0784,slr0784
2925,gene2175,slr0341,slr0341,slr0341
2926,gene2176,sll0325,sll0325,sll0325
2928,gene2177,,slr0342,slr0342
2930,gene2178,,slr0343,slr0343
2932,gene2179,,slr0344,slr0344
2933,gene2180,slr0345,slr0345,slr0345
2935,gene2181,,slr0346,slr0346
2937,gene2182,,sll0322,sll0322
2938,gene2183,sll0321,sll0321,sll0321
2939,gene2184,slr0347,slr0347,slr0347
2941,gene2185,,sll0320,sll0320
2942,gene2186,sll0319,sll0319,sll0319
2943,gene2187,slr0348,slr0348,slr0348
2944,gene2188,sll0318,sll0318,sll0318
2945,gene2189,slr0350,slr0350,slr0350
2946,gene2190,slr0351,slr0351,slr0351
2947,gene2191,sll0317,sll0317,sll0317
2948,gene2192,slr0352,slr0352,slr0352
2949,gene2193,sll0315,sll0315,sll0315
2950,gene2194,slr0353,slr0353,slr0353
2951,gene2195,sll0314,sll0314,sll0314
2952,gene2196,slr0354,slr0354,slr0354
2954,gene2197,,ssl0601,ssl0601
2958,gene2201,slr0355,slr0355,slr0355
2959,gene2202,slr0356,slr0356,slr0356
2960,gene2203,sll0312,sll0312,sll0312
2962,gene2204,,slr0357,slr0357
2963,gene2205,slr0358,slr0358,slr0358
2964,gene2206,sll0310,sll0310,sll0310
2965,gene2207,sll0309,sll0309,sll0309
2966,gene2208,sll0024,sll0024,sll0024
2967,gene2209,sll0023,sll0023,sll0023
2968,gene2210,sll0022,sll0022,sll0022
2969,gene2211,slr0001,slr0001,slr0001
2970,gene2212,sll0021,sll0021,sll0021
2972,gene2213,,sll0020,sll0020
2973,gene2214,sll0019,sll0019,sll0019
2975,gene2215,,sll0018,sll0018
2977,gene2216,,sll0017,sll0017
2979,gene2217,,sll0016,sll0016
2980,gene2218,slr0006,slr0006,slr0006
2981,gene2219,slr0007,slr0007,slr0007
2983,gene2220,,slr0008,slr0008
2985,gene2221,,slr0009,slr0009
2987,gene2222,,slr0011,slr0011
2989,gene2223,,slr0012,slr0012
2990,gene2224,slr0013,slr0013,slr0013
2992,gene2225,,slr0014,slr0014
2993,gene2226,sll0012,sll0012,sll0012
2995,gene2227,,slr0015,slr0015
2997,gene2228,,ssl0020,ssl0020
2998,gene2229,slr0016,slr0016,slr0016
3000,gene2230,,slr0017,slr0017
3002,gene2231,,slr0018,slr0018
3003,gene2232,sll0010,sll0010,sll0010
3004,gene2233,slr0019,slr0019,slr0019
3005,gene2234,sll0008,sll0008,sll0008
3006,gene2235,sll0007,sll0007,sll0007
3008,gene2236,,sll0006,sll0006
3009,gene2237,sll0005,sll0005,sll0005
3011,gene2238,,slr0020,slr0020
3013,gene2239,,slr0021,slr0021
3015,gene2240,,sll0002,sll0002
3017,gene2241,,slr0213,slr0213
3018,gene2242,slr0214,slr0214,slr0214
3019,gene2243,sll0210,sll0210,sll0210
3021,gene2244,,slr0216,slr0216
3022,gene2245,slr0217,slr0217,slr0217
3023,gene2246,ssr0349,ssr0349,ssr0349
3024,gene2247,sll0209,sll0209,sll0209
3025,gene2248,sll0208,sll0208,sll0208
3027,gene2249,,sll0207,sll0207
3029,gene2250,,slr0220,slr0220
3030,gene2251,sll0205,sll0205,sll0205
3033,gene2252,,sll0202,sll0202
3034,gene2253,slr0222,slr0222,slr0222
3035,gene2254,slr0224,slr0224,slr0224
3036,gene2255,sll0201,sll0201,sll0201
3037,gene2256,sll0200,sll0200,sll0200
3039,gene2257,,sll0199,sll0199
3040,gene2258,slr0226,slr0226,slr0226
3041,gene2259,sll0198,sll0198,sll0198
3043,gene2260,,slr0228,slr0228
3044,gene2261,sll0195,sll0195,sll0195
3046,gene2262,,sll0194,sll0194
3048,gene2263,,slr0229,slr0229
3049,gene2264,slr0230,slr0230,slr0230
3050,gene2265,slr0231,slr0231,slr0231
3051,gene2266,sll0192,sll0192,sll0192
3052,gene2267,slr0232,slr0232,slr0232
3054,gene2268,,slr0233,slr0233
3055,gene2269,sll0191,sll0191,sll0191
3057,gene2270,,sll0416,sll0416
3058,gene2271,sll0415,sll0415,sll0415
3059,gene2272,sll0414,sll0414,sll0414
3060,gene2273,slr0431,slr0431,slr0431
3061,gene2274,ssl0788,ssl0788,ssl0788
3062,gene2275,ssl0787,ssl0787,ssl0787
3063,gene2276,sll0413,sll0413,sll0413
3064,gene2277,sll0412,sll0412,sll0412
3065,gene2278,sll0410,sll0410,sll0410
3066,gene2279,sll0409,sll0409,sll0409
3067,gene2280,sll0408,sll0408,sll0408
3069,gene2281,,slr0434,slr0434
3071,gene2282,,slr0435,slr0435
3073,gene2283,,slr0436,slr0436
3074,gene2284,sll0406,sll0406,sll0406
3075,gene2285,sll0405,sll0405,sll0405
3077,gene2286,,sll0404,sll0404
3078,gene2287,slr0438,slr0438,slr0438
3079,gene2288,sll0403,sll0403,sll0403
3080,gene2289,slr0439,slr0439,slr0439
3081,gene2290,ssl0769,ssl0769,ssl0769
3083,gene2291,,sll0402,sll0402
3085,gene2292,,sll0401,sll0401
3086,gene2293,sll0400,sll0400,sll0400
3087,gene2294,slr0440,slr0440,slr0440
3088,gene2295,slr0049,slr0049,slr0049
3090,gene2296,,ssr0102,ssr0102
3091,gene2297,slr0050,slr0050,slr0050
3092,gene2298,sll0072,sll0072,sll0072
3093,gene2299,sll0071,sll0071,sll0071
3095,gene2300,,sll0070,sll0070
3097,gene2301,,slr0051,slr0051
3098,gene2302,sll0069,sll0069,sll0069
3099,gene2303,sll0068,sll0068,sll0068
3101,gene2304,,sll0067,sll0067
3102,gene2305,sll0066,sll0066,sll0066
3104,gene2306,,sll0065,sll0065
3105,gene2307,ssr0109,ssr0109,ssr0109
3106,gene2308,slr0053,slr0053,slr0053
3108,gene2309,,slr0054,slr0054
3110,gene2310,,slr0055,slr0055
3112,gene2311,,slr0056,slr0056
3113,gene2312,sll0064,sll0064,sll0064
3114,gene2313,sll0063,sll0063,sll0063
3115,gene2314,sll0062,sll0062,sll0062
3116,gene2315,slr0058,slr0058,slr0058
3117,gene2316,slr0059,slr0059,slr0059
3118,gene2317,slr0060,slr0060,slr0060
3119,gene2318,slr0061,slr0061,slr0061
3120,gene2319,sll0060,sll0060,sll0060
3122,gene2320,,sll0058,sll0058
3124,gene2321,,sll0057,sll0057
3126,gene2322,,slr0063,slr0063
3127,gene2323,slr0064,slr0064,slr0064
3128,gene2324,slr0065,slr0065,slr0065
3130,gene2325,,slr0066,slr0066
3131,gene2326,sll0055,sll0055,sll0055
3132,gene2327,slr0067,slr0067,slr0067
3134,gene2328,,sll0053,sll0053
3135,gene2329,slr0069,slr0069,slr0069
3136,gene2330,sll0051,sll0051,sll0051
3138,gene2331,,slr0070,slr0070
3140,gene2332,,slr0467,slr0467
3141,gene2333,slr0468,slr0468,slr0468
3143,gene2334,,slr0469,slr0469
3144,gene2335,sll0462,sll0462,sll0462
3146,gene2336,,sll0461,sll0461
3148,gene2337,,slr0473,slr0473
3149,gene2338,slr0474,slr0474,slr0474
3151,gene2339,,sll0459,sll0459
3152,gene2340,slr0476,slr0476,slr0476
3154,gene2341,,sml0002,sml0002
3156,gene2342,,slr0477,slr0477
3157,gene2343,slr0479,slr0479,slr0479
3159,gene2344,,slr0480,slr0480
3160,gene2345,slr0482,slr0482,slr0482
3161,gene2346,slr0483,slr0483,slr0483
3162,gene2347,slr0484,slr0484,slr0484
3163,gene2348,slr0487,slr0487,slr0487
3164,gene2349,slr0488,slr0488,slr0488
3165,gene2350,slr0489,slr0489,slr0489
3166,gene2351,slr0491,slr0491,slr0491
3168,gene2352,,slr0492,slr0492
3170,gene2353,,slr0493,slr0493
3171,gene2354,sll0456,sll0456,sll0456
3173,gene2355,,sll0455,sll0455
3174,gene2356,slr0495,slr0495,slr0495
3175,gene2357,slr0496,slr0496,slr0496
3177,gene2358,,sll0454,sll0454
3178,gene2359,sll0691,sll0691,sll0691
3180,gene2360,,sll0690,sll0690
3181,gene2361,ssl1300,ssl1300,ssl1300
3182,gene2362,sll0689,sll0689,sll0689
3183,gene2363,sll0688,sll0688,sll0688
3184,gene2364,sll0687,sll0687,sll0687
3185,gene2365,sll0686,sll0686,sll0686
3186,gene2366,sll0685,sll0685,sll0685
3189,gene2367,,sll0683,sll0683
3191,gene2368,,sll0682,sll0682
3193,gene2369,,sll0681,sll0681
3195,gene2370,,sll0680,sll0680
3197,gene2371,,sll0679,sll0679
3198,gene2372,slr0719,slr0719,slr0719
3200,gene2373,,slr0628,slr0628
3202,gene2374,,sll0617,sll0617
3203,gene2375,slr0630,slr0630,slr0630
3205,gene2376,,sll0616,sll0616
3206,gene2377,sll0615,sll0615,sll0615
3207,gene2378,sll0614,sll0614,sll0614
3209,gene2379,,sll0613,sll0613
3211,gene2380,,slr0633,slr0633
3212,gene2381,slr0634,slr0634,slr0634
3213,gene2382,slr0635,slr0635,slr0635
3214,gene2383,sll0611,sll0611,sll0611
3215,gene2384,slr0636,slr0636,slr0636
3216,gene2385,slr0637,slr0637,slr0637
3218,gene2386,,slr0638,slr0638
3219,gene2387,slr0639,slr0639,slr0639
3220,gene2388,slr0640,slr0640,slr0640
3221,gene2389,sll0609,sll0609,sll0609
3222,gene2390,sll0608,sll0608,sll0608
3223,gene2391,slr0642,slr0642,slr0642
3224,gene2392,slr0643,slr0643,slr0643
3225,gene2393,sll0606,sll0606,sll0606
3226,gene2394,slr0644,slr0644,slr0644
3228,gene2395,,sll0603,sll0603
3229,gene2396,sll0602,sll0602,sll0602
3230,gene2397,slr0645,slr0645,slr0645
3232,gene2398,,slr0646,slr0646
3233,gene2399,sll0601,sll0601,sll0601
3235,gene2400,,slr0649,slr0649
3236,gene2401,slr0650,slr0650,slr0650
3238,gene2402,,sll0398,sll0398
3239,gene2403,sll0397,sll0397,sll0397
3240,gene2404,sll0396,sll0396,sll0396
3241,gene2405,sll0395,sll0395,sll0395
3242,gene2406,sll0394,sll0394,sll0394
3244,gene2407,,slr0415,slr0415
3245,gene2408,slr0416,slr0416,slr0416
3247,gene2409,,slr0417,slr0417
3248,gene2410,slr0418,slr0418,slr0418
3249,gene2411,sll0385,sll0385,sll0385
3250,gene2412,sll0384,sll0384,sll0384
3252,gene2413,,sll0383,sll0383
3253,gene2414,sll0382,sll0382,sll0382
